matchup,event_name,event_description,video_id
Harlem vs Plazma,Ahon 6 (Day 2),"FlipTop Metro Manila presents: Ahon 6, Day 2, San Juan Gym, N. Domingo, San Juan City, Metro Manila, Philippines. December 12, 2015. Filipino Conference Battles.",G7_0lnew0EA
Thike vs Dhictah,Ahon 6 (Day 2),"FlipTop Metro Manila presents: Ahon 6, Day 2, San Juan Gym, N. Domingo, San Juan City, Metro Manila, Philippines. December 12, 2015. Filipino Conference Battles.",HFAUZ5w5osY
G-Clown vs Damsa,Ahon 6 (Day 2),"FlipTop Metro Manila presents: Ahon 6, Day 2, San Juan Gym, N. Domingo, San Juan City, Metro Manila, Philippines. December 12, 2015. Filipino Conference Battles.",D_sQrM7tUKI
Batas vs Romano,Ahon 6 (Day 1),"FlipTop Metro Manila presents: Ahon 6, Day 1, Isabuhay 2015 Finals, San Juan Gym, N. Domingo, San Juan City, Metro Manila, Philippines. December 11, 2015. Filipino Conference Battles.",o1t_Dr3s864
BLKD vs Tipsy D,Ahon 6 (Day 1),"FlipTop Metro Manila presents: Ahon 6, Day 1, Isabuhay 2015 Finals, San Juan Gym, N. Domingo, San Juan City, Metro Manila, Philippines. December 11, 2015. Filipino Conference Battles.",iXukGfI2rR4
Smugglaz vs Apoc,Ahon 6 (Day 1),"FlipTop Metro Manila presents: Ahon 6, Day 1, Isabuhay 2015 Finals, San Juan Gym, N. Domingo, San Juan City, Metro Manila, Philippines. December 11, 2015. Filipino Conference Battles.",oKrQf6-ALPo
Zaito vs Shernan,Ahon 6 (Day 1),"FlipTop Metro Manila presents: Ahon 6, Day 1, Isabuhay 2015 Finals, San Juan Gym, N. Domingo, San Juan City, Metro Manila, Philippines. December 11, 2015. Filipino Conference Battles.",aDgPm4e40TM
Tweng vs Kial,Ahon 6 (Day 1),"FlipTop Metro Manila presents: Ahon 6, Day 1, Isabuhay 2015 Finals, San Juan Gym, N. Domingo, San Juan City, Metro Manila, Philippines. December 11, 2015. Filipino Conference Battles.",T-qXrpkd0Z8
Kregga vs Cerberus,Ahon 6 (Day 1),"FlipTop Metro Manila presents: Ahon 6, Day 1, Isabuhay 2015 Finals, San Juan Gym, N. Domingo, San Juan City, Metro Manila, Philippines. December 11, 2015. Filipino Conference Battles.",6HjZ27CyX0Q
J-King vs Aelekz,Ahon 6 (Day 1),"FlipTop Metro Manila presents: Ahon 6, Day 1, Isabuhay 2015 Finals, San Juan Gym, N. Domingo, San Juan City, Metro Manila, Philippines. December 11, 2015. Filipino Conference Battles.",nm8qwjNbg0w
Lanzeta vs Range,Ahon 6 (Day 1),"FlipTop Metro Manila presents: Ahon 6, Day 1, Isabuhay 2015 Finals, San Juan Gym, N. Domingo, San Juan City, Metro Manila, Philippines. December 11, 2015. Filipino Conference Battles.",4lIEulWFdDk
Rapido vs Sayadd,Ahon 6 (Day 1),"FlipTop Metro Manila presents: Ahon 6, Day 1, Isabuhay 2015 Finals, San Juan Gym, N. Domingo, San Juan City, Metro Manila, Philippines. December 11, 2015. Filipino Conference Battles.",A42tEZLiw7A
Nukie Blaze vs Cedie,Process of Illumination 5 (Mindanao),"FlipTop Mindanao presents: Process of Illumination 5, Mindanao Tryouts Tournament. Reggae Grill, Pryce Tower Business Park, JP Laurel Avenue, Metro Davao, Philippines. November 28, 2015. Filipino Conference Battles, Freestyle Tryouts.",zPdlYyQiEF0
Badang vs G-Spot,082 Magnitude 3,"FlipTop Mindanao presents: 082 Magnitude III, CAP Auditorium, Rizal Street, Poblacion District, Metro Davao, Philippines. November 27, 2015. Filipino Conference Battles.",8-Pder4GRd4
Pistolero vs Nikki,082 Magnitude 3,"FlipTop Mindanao presents: 082 Magnitude III, CAP Auditorium, Rizal Street, Poblacion District, Metro Davao, Philippines. November 27, 2015. Filipino Conference Battles.",6rbRPPUEuUI
Kregga vs Maxford,082 Magnitude 3,"FlipTop Mindanao presents: 082 Magnitude III, CAP Auditorium, Rizal Street, Poblacion District, Metro Davao, Philippines. November 27, 2015. Filipino Conference Battles.",Xdd_GxVzTug
Rapido vs Silent Effect,082 Magnitude 3,"FlipTop Mindanao presents: 082 Magnitude III, CAP Auditorium, Rizal Street, Poblacion District, Metro Davao, Philippines. November 27, 2015. Filipino Conference Battles.",y4tamIir-TE
Dopee vs Ran,082 Magnitude 3,"FlipTop Mindanao presents: 082 Magnitude III, CAP Auditorium, Rizal Street, Poblacion District, Metro Davao, Philippines. November 27, 2015. Filipino Conference Battles.",mrEAu-16qWw
Cool Kidd vs Stiff,082 Magnitude 3,"FlipTop Mindanao presents: 082 Magnitude III, CAP Auditorium, Rizal Street, Poblacion District, Metro Davao, Philippines. November 27, 2015. Filipino Conference Battles.",qiA45ugCjf4
Hizuka vs Dave Ill,082 Magnitude 3,"FlipTop Mindanao presents: 082 Magnitude III, CAP Auditorium, Rizal Street, Poblacion District, Metro Davao, Philippines. November 27, 2015. Filipino Conference Battles.",fEm_8k_dy8A
Snob vs Fukuda,082 Magnitude 3,"FlipTop Mindanao presents: 082 Magnitude III, CAP Auditorium, Rizal Street, Poblacion District, Metro Davao, Philippines. November 27, 2015. Filipino Conference Battles.",eWO0x_McjQ8
Tatz Maven vs Dosage,082 Magnitude 3,"FlipTop Mindanao presents: 082 Magnitude III, CAP Auditorium, Rizal Street, Poblacion District, Metro Davao, Philippines. November 27, 2015. Filipino Conference Battles.",lbO4KibzgVk
Onaks vs Blackfaith,Process of Illumination 5 (Calabarzon),"FlipTop Calabarzon presents: Process of Illumination 5, Calabarzon Tryouts Tournament. Flip N Beyond Restobar, 16 San Agustin II, Aguinaldo Highway, Dasmarinas, Cavite, Philippines. October 23, 2015. Filipino Conference Battles, Freestyle Tryouts.",eZwgAbZJMW0
Badang vs Romano,Aspakan 3,"FlipTop Central Luzon presents: Aspakan 3, Amphigarden, Balibago St., Angeles, Pampanga, Philippines. October 10, 2015. Filipino Conference Battles.",f6xKMWLHy-Y
Cerberus vs Lanzeta,Aspakan 3,"FlipTop Central Luzon presents: Aspakan 3, Amphigarden, Balibago St., Angeles, Pampanga, Philippines. October 10, 2015. Filipino Conference Battles.",nifdkNZFp_E
Prosecutor Billy vs J-King,Aspakan 3,"FlipTop Central Luzon presents: Aspakan 3, Amphigarden, Balibago St., Angeles, Pampanga, Philippines. October 10, 2015. Filipino Conference Battles.",cqM5xREWYmU
Thike vs Nico,Aspakan 3,"FlipTop Central Luzon presents: Aspakan 3, Amphigarden, Balibago St., Angeles, Pampanga, Philippines. October 10, 2015. Filipino Conference Battles.",2qp3PpMBv-o
Tipsy D vs Sayadd,Aspakan 3,"FlipTop Central Luzon presents: Aspakan 3, Amphigarden, Balibago St., Angeles, Pampanga, Philippines. October 10, 2015. Filipino Conference Battles.",9HYCWMi3aFg
Poison13 vs Rentao,Aspakan 3,"FlipTop Central Luzon presents: Aspakan 3, Amphigarden, Balibago St., Angeles, Pampanga, Philippines. October 10, 2015. Filipino Conference Battles.",gb3Kh_rSbco
LilJohn vs Mocks Wun,Aspakan 3,"FlipTop Central Luzon presents: Aspakan 3, Amphigarden, Balibago St., Angeles, Pampanga, Philippines. October 10, 2015. Filipino Conference Battles.",xki1k_yS_jE
El Quiel vs Twister,Aspakan 3,"FlipTop Central Luzon presents: Aspakan 3, Amphigarden, Balibago St., Angeles, Pampanga, Philippines. October 10, 2015. Filipino Conference Battles.",2YZeen-wrTU
KJap vs Invictus,Aspakan 3,"FlipTop Central Luzon presents: Aspakan 3, Amphigarden, Balibago St., Angeles, Pampanga, Philippines. October 10, 2015. Filipino Conference Battles.",vbFHdcAOUQI
Dhuski vs Sur Henyo,Aspakan 3,"FlipTop Central Luzon presents: Aspakan 3, Amphigarden, Balibago St., Angeles, Pampanga, Philippines. October 10, 2015. Filipino Conference Battles.",8eQQ0f7Eo4k
EJ Power vs Rich Flo,Aspakan 3,"FlipTop Central Luzon presents: Aspakan 3, Amphigarden, Balibago St., Angeles, Pampanga, Philippines. October 10, 2015. Filipino Conference Battles.",cffBTU2xSO8
Batas vs Shernan,Unibersikulo 3,"FlipTop Metro Manila presents: Unibersikulo 3, Isabuhay 2015 Semis @ B-Side, The Collective, Malugay St., Makati City, Metro Manila Philippines. September 12, 2015. Filipino Conference Battles.",0Cf65PjHm84
Abra vs PriceTagg,Unibersikulo 3,"FlipTop Metro Manila presents: Unibersikulo 3, Isabuhay 2015 Semis @ B-Side, The Collective, Malugay St., Makati City, Metro Manila Philippines. September 12, 2015. Filipino Conference Battles.",SGfCoop7PWs
Sinio vs Flict-G,Unibersikulo 3,"FlipTop Metro Manila presents: Unibersikulo 3, Isabuhay 2015 Semis @ B-Side, The Collective, Malugay St., Makati City, Metro Manila Philippines. September 12, 2015. Filipino Conference Battles.",LAipw_BNi24
Zaito vs Elbiz,Unibersikulo 3,"FlipTop Metro Manila presents: Unibersikulo 3, Isabuhay 2015 Semis @ B-Side, The Collective, Malugay St., Makati City, Metro Manila Philippines. September 12, 2015. Filipino Conference Battles.",SxTO7mRqVOE
Dello vs Romano,Unibersikulo 3,"FlipTop Metro Manila presents: Unibersikulo 3, Isabuhay 2015 Semis @ B-Side, The Collective, Malugay St., Makati City, Metro Manila Philippines. September 12, 2015. Filipino Conference Battles.",wnvhNAl4zqs
Target vs Apoc,Unibersikulo 3,"FlipTop Metro Manila presents: Unibersikulo 3, Isabuhay 2015 Semis @ B-Side, The Collective, Malugay St., Makati City, Metro Manila Philippines. September 12, 2015. Filipino Conference Battles.",e6uzjTULlrA
Plazma vs Omar Baliw,Unibersikulo 3,"FlipTop Metro Manila presents: Unibersikulo 3, Isabuhay 2015 Semis @ B-Side, The Collective, Malugay St., Makati City, Metro Manila Philippines. September 12, 2015. Filipino Conference Battles.",1ZTZoVklqCk
Crazy3ck vs Bagsik,Process of Illumination 5 (Metro Manila Secret Battles),"FlipTop Metro Manila presents: Secret Battles, Process of Illumination 5, Metro Manila Tryouts Phase 3. Tres Kul Cafe, Boni Ave., Mandaluyong City, Metro Manila Philippines. August 29, 2015. Filipino Conference Battles.",vXmoABmEV_o
D.O.C. Pau vs Kidd Pute,Process of Illumination 5 (Metro Manila Secret Battles),"FlipTop Metro Manila presents: Secret Battles, Process of Illumination 5, Metro Manila Tryouts Phase 3. Tres Kul Cafe, Boni Ave., Mandaluyong City, Metro Manila Philippines. August 29, 2015. Filipino Conference Battles.",5cfmKMM8-EY
Dhuski vs Three G,Process of Illumination 5 (Metro Manila Secret Battles),"FlipTop Metro Manila presents: Secret Battles, Process of Illumination 5, Metro Manila Tryouts Phase 3. Tres Kul Cafe, Boni Ave., Mandaluyong City, Metro Manila Philippines. August 29, 2015. Filipino Conference Battles.",9KwZXnxqwHo
Jigsaw vs Sibil,Process of Illumination 5 (Metro Manila Secret Battles),"FlipTop Metro Manila presents: Secret Battles, Process of Illumination 5, Metro Manila Tryouts Phase 3. Tres Kul Cafe, Boni Ave., Mandaluyong City, Metro Manila Philippines. August 29, 2015. Filipino Conference Battles.",CbhQA_icpHQ
El Quiel vs Emar Industriya,Process of Illumination 5 (Metro Manila Secret Battles),"FlipTop Metro Manila presents: Secret Battles, Process of Illumination 5, Metro Manila Tryouts Phase 3. Tres Kul Cafe, Boni Ave., Mandaluyong City, Metro Manila Philippines. August 29, 2015. Filipino Conference Battles.",MLpi23V0RCY
Lhipkram vs Prince Rhyme,Process of Illumination 5 (Metro Manila Secret Battles),"FlipTop Metro Manila presents: Secret Battles, Process of Illumination 5, Metro Manila Tryouts Phase 3. Tres Kul Cafe, Boni Ave., Mandaluyong City, Metro Manila Philippines. August 29, 2015. Filipino Conference Battles.",WB737ujstFg
Lanzeta vs Twister,Process of Illumination 5 (Central Luzon),"FlipTop Central Luzon presents: Process of Illumination 5, Central Luzon Division Tryouts Tournament. Amphigarden, Balibago St., Angeles, Pampanga, Philippines. August 22, 2015. Filipino Conference Battles, Freestyle Tryouts.",foTkC_3mfKw
J-King vs Jonas,Process of Illumination 5 (Metro Manila),"FlipTop Metro Manila presents: Process of Illumination 5, Metro Manila Tryouts Tournament. Selda Dos, Visayas Ave., Tandang Sora, Quezon City, Metro Manila, Philippines. August 7, 2015. Filipino Conference Battle, Freestyle Tryouts.",2YFbapDeR2M
Rapido vs Asser,Gubat 3,"FlipTop Visayas presents: Gubat III @ CAP Center, Metro Cebu, Cebu, Philippines. July 4, 2015. Filipino Conference Battles.",5mYgPAwGqf8
M Zhayt vs Kregga,Gubat 3,"FlipTop Visayas presents: Gubat III @ CAP Center, Metro Cebu, Cebu, Philippines. July 4, 2015. Filipino Conference Battles.",Vz5SzkRo5Fc
SinCity vs Ice Bergg,Gubat 3,"FlipTop Visayas presents: Gubat III @ CAP Center, Metro Cebu, Cebu, Philippines. July 4, 2015. Filipino Conference Battles.",cUCqeBUh2JM
Fangs vs Range,Gubat 3,"FlipTop Visayas presents: Gubat III @ CAP Center, Metro Cebu, Cebu, Philippines. July 4, 2015. Filipino Conference Battles.",OxS28uUWZrM
Aelekz + Makii vs Fongger,Gubat 3,"FlipTop Visayas presents: Gubat III @ CAP Center, Metro Cebu, Cebu, Philippines. July 4, 2015. Filipino Conference Battles.",Um2XyeCDEew
Mackata vs Zeus,Gubat 3,"FlipTop Visayas presents: Gubat III @ CAP Center, Metro Cebu, Cebu, Philippines. July 4, 2015. Filipino Conference Battles.",J3joAazL0F4
Batas vs Sayadd,Bwelta Balentong 2,"FlipTop Metro Manila presents: Bwelta Balentong II, Isabuhay 2015 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila, Philippines. May 30, 2015. Filipino Conference Battles.",WGbHppei6ig
BLKD vs Shernan,Bwelta Balentong 2,"FlipTop Metro Manila presents: Bwelta Balentong II, Isabuhay 2015 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila, Philippines. May 30, 2015. Filipino Conference Battles.",ksVYzeMPeCU
Dello vs Sak Maestro,Bwelta Balentong 2,"FlipTop Metro Manila presents: Bwelta Balentong II, Isabuhay 2015 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila, Philippines. May 30, 2015. Filipino Conference Battles.",769OqI16Hhg
Pistolero vs Romano,Bwelta Balentong 2,"FlipTop Metro Manila presents: Bwelta Balentong II, Isabuhay 2015 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila, Philippines. May 30, 2015. Filipino Conference Battles.",7QnkH5vCGwQ
Sinio vs Frooz,Bwelta Balentong 2,"FlipTop Metro Manila presents: Bwelta Balentong II, Isabuhay 2015 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila, Philippines. May 30, 2015. Filipino Conference Battles.",MsXnLddzvRs
BLKD vs Thike,Second Sight 3,"FlipTop Metro Manila presents: Second Sight III, Isabuhay 2015 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila, Philippines. March 13, 2015. Filipino Conference Battles.",PwTaeH0V--4
Zaito + Sak Maestro vs Fongger,Second Sight 3,"FlipTop Metro Manila presents: Second Sight III, Isabuhay 2015 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila, Philippines. March 13, 2015. Filipino Conference Battles.",pib1VW3SELA
Shehyee vs Pistolero,Second Sight 3,"FlipTop Metro Manila presents: Second Sight III, Isabuhay 2015 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila, Philippines. March 13, 2015. Filipino Conference Battles.",fzJ2qunagog
Sayadd vs Kregga,Second Sight 3,"FlipTop Metro Manila presents: Second Sight III, Isabuhay 2015 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila, Philippines. March 13, 2015. Filipino Conference Battles.",_V9UVeo2zDo
Ilaya vs Kial,Second Sight 3,"FlipTop Metro Manila presents: Second Sight III, Isabuhay 2015 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila, Philippines. March 13, 2015. Filipino Conference Battles.",sq4I2KMWcfk
G-Clown vs LilJohn,Second Sight 3,"FlipTop Metro Manila presents: Second Sight III, Isabuhay 2015 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila, Philippines. March 13, 2015. Filipino Conference Battles.",mJ3WBQYM4hI
Left Eye Blind vs Nerd Skillz,Second Sight 3,"FlipTop Metro Manila presents: Second Sight III, Isabuhay 2015 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila, Philippines. March 13, 2015. Filipino Conference Battles.",f-AchBC5eNM
Dello vs Badang,Grain Assault 6,"FlipTop Metro Manila presents: Grain Assault 6, Isabuhay 2015 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila, Philippines. February 7, 2015. Filipino Conference Battles.",9OYcH1Om_0s
Batas vs Andy G,Grain Assault 6,"FlipTop Metro Manila presents: Grain Assault 6, Isabuhay 2015 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila, Philippines. February 7, 2015. Filipino Conference Battles.",r7IswnOaSA4
Rapido vs Shernan,Grain Assault 6,"FlipTop Metro Manila presents: Grain Assault 6, Isabuhay 2015 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila, Philippines. February 7, 2015. Filipino Conference Battles.",KmCkQEkeVn8
M Zhayt vs Romano,Grain Assault 6,"FlipTop Metro Manila presents: Grain Assault 6, Isabuhay 2015 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila, Philippines. February 7, 2015. Filipino Conference Battles.",ftpO4-VV0Wg
Target vs Zero Hour,Grain Assault 6,"FlipTop Metro Manila presents: Grain Assault 6, Isabuhay 2015 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila, Philippines. February 7, 2015. Filipino Conference Battles.",eTrp2cPm5z0
PriceTagg vs Righteous1,Grain Assault 6,"FlipTop Metro Manila presents: Grain Assault 6, Isabuhay 2015 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila, Philippines. February 7, 2015. Filipino Conference Battles.",mggK8wsLYCQ
Plazma vs Troublesome,Grain Assault 6,"FlipTop Metro Manila presents: Grain Assault 6, Isabuhay 2015 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila, Philippines. February 7, 2015. Filipino Conference Battles.",BvFp_-EBK_o
Loonie vs Plazma,Ahon 7 (Day 2),"FlipTop Metro Manila presents: Ahon 7, Day 2, Isabuhay 2016 Finals @ San Juan Gym, San Juan City, Metro Manila Philippines. December 17, 2016. Filipino Conference Battles.",kr5xh8aLjrA
Abra vs Damsa,Ahon 7 (Day 2),"FlipTop Metro Manila presents: Ahon 7, Day 2, Isabuhay 2016 Finals @ San Juan Gym, San Juan City, Metro Manila Philippines. December 17, 2016. Filipino Conference Battles.",BVi9KrcbsA0
Shernan vs Lil Sisa,Ahon 7 (Day 2),"FlipTop Metro Manila presents: Ahon 7, Day 2, Isabuhay 2016 Finals @ San Juan Gym, San Juan City, Metro Manila Philippines. December 17, 2016. Filipino Conference Battles.",UBMOw8Fm4e4
Apoc vs Apekz,Ahon 7 (Day 2),"FlipTop Metro Manila presents: Ahon 7, Day 2, Isabuhay 2016 Finals @ San Juan Gym, San Juan City, Metro Manila Philippines. December 17, 2016. Filipino Conference Battles.",2jpJQTkLvUQ
Mhot vs Fangs,Ahon 7 (Day 2),"FlipTop Metro Manila presents: Ahon 7, Day 2, Isabuhay 2016 Finals @ San Juan Gym, San Juan City, Metro Manila Philippines. December 17, 2016. Filipino Conference Battles.",up0vGLXQA-s
J-King vs Jonas,Ahon 7 (Day 2),"FlipTop Metro Manila presents: Ahon 7, Day 2, Isabuhay 2016 Finals @ San Juan Gym, San Juan City, Metro Manila Philippines. December 17, 2016. Filipino Conference Battles.",Kv2Kej-eMqs
Melchrist vs Romano,Ahon 7 (Day 2),"FlipTop Metro Manila presents: Ahon 7, Day 2, Isabuhay 2016 Finals @ San Juan Gym, San Juan City, Metro Manila Philippines. December 17, 2016. Filipino Conference Battles.",wR_TM2MON6Y
Rapido vs Badang,Ahon 7 (Day 2),"FlipTop Metro Manila presents: Ahon 7, Day 2, Isabuhay 2016 Finals @ San Juan Gym, San Juan City, Metro Manila Philippines. December 17, 2016. Filipino Conference Battles.",dUlQfGAyvLU
Mikidee vs Sixth Threat,Ahon 7 (Day 2),"FlipTop Metro Manila presents: Ahon 7, Day 2, Isabuhay 2016 Finals @ San Juan Gym, San Juan City, Metro Manila Philippines. December 17, 2016. Filipino Conference Battles.",y8BKpG8mkHE
Lhipkram vs Marshall Bonifacio,Ahon 7 (Day 2),"FlipTop Metro Manila presents: Ahon 7, Day 2, Isabuhay 2016 Finals @ San Juan Gym, San Juan City, Metro Manila Philippines. December 17, 2016. Filipino Conference Battles.",Y7q1NUrxEZo
Pistolero vs Range,Ahon 7 (Day 2),"FlipTop Metro Manila presents: Ahon 7, Day 2, Isabuhay 2016 Finals @ San Juan Gym, San Juan City, Metro Manila Philippines. December 17, 2016. Filipino Conference Battles.",mgH-oWVP1Ic
Batas vs PriceTagg,Ahon 7 (Day 1),"FlipTop Metro Manila presents: Ahon 7, Day 1 @ San Juan Gym, San Juan City, Metro Manila Philippines. December 16, 2016. Filipino Conference Battles.",axq1ByTBwGs
Shehyee vs Sinio,Ahon 7 (Day 1),"FlipTop Metro Manila presents: Ahon 7, Day 1 @ San Juan Gym, San Juan City, Metro Manila Philippines. December 16, 2016. Filipino Conference Battles.",yg1W-LdDb_I
Smugglaz vs G-Clown,Ahon 7 (Day 1),"FlipTop Metro Manila presents: Ahon 7, Day 1 @ San Juan Gym, San Juan City, Metro Manila Philippines. December 16, 2016. Filipino Conference Battles.",Z8_K6viaZ7o
